"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G17016700001004","171670001004","83","9"
"G17016700002011","171670002011","59","6"
"G17016700002012","171670002012","81","8"
"G17016700002013","171670002013","79","8"
"G17016700002021","171670002021","100","10"
"G17016700002022","171670002022","96","10"
"G17016700002023","171670002023","84","9"
"G17016700002024","171670002024","93","10"
"G17016700003001","171670003001","93","10"
"G17016700003002","171670003002","GQ","GQ"
"G17016700003003","171670003003","93","10"
"G17016700004001","171670004001","90","9"
"G17016700004002","171670004002","85","9"
"G17016700004003","171670004003","90","9"
"G17016700004004","171670004004","90","9"
"G17016700005011","171670005011","58","6"
"G17016700005012","171670005012","63","6"
"G17016700005031","171670005031","79","8"
"G17016700005032","171670005032","87","9"
"G17016700005033","171670005033","88","9"
"G17016700005034","171670005034","87","9"
"G17016700005035","171670005035","88","9"
"G17016700005041","171670005041","75","8"
"G17016700005042","171670005042","82","8"
"G17016700005043","171670005043","76","8"
"G17016700006001","171670006001","98","10"
"G17016700006002","171670006002","96","10"
"G17016700006003","171670006003","95","10"
"G17016700006004","171670006004","97","10"
"G17016700006005","171670006005","98","10"
"G17016700007001","171670007001","94","10"
"G17016700007002","171670007002","95","10"
"G17016700008001","171670008001","100","10"
"G17016700008002","171670008002","95","10"
"G17016700009001","171670009001","98","10"
"G17016700009002","171670009002","94","10"
"G17016700010011","171670010011","46","4"
"G17016700010012","171670010012","64","6"
"G17016700010031","171670010031","69","7"
"G17016700010041","171670010041","67","7"
"G17016700010042","171670010042","82","8"
"G17016700010043","171670010043","77","8"
"G17016700010044","171670010044","64","6"
"G17016700010045","171670010045","74","7"
"G17016700011001","171670011001","76","8"
"G17016700011002","171670011002","76","8"
"G17016700012001","171670012001","90","9"
"G17016700012002","171670012002","88","9"
"G17016700012003","171670012003","71","7"
"G17016700012004","171670012004","80","8"
"G17016700013001","171670013001","87","9"
"G17016700013002","171670013002","90","9"
"G17016700014001","171670014001","GQ","GQ"
"G17016700016001","171670016001","99","10"
"G17016700016002","171670016002","100","10"
"G17016700016003","171670016003","100","10"
"G17016700016004","171670016004","100","10"
"G17016700018001","171670018001","93","10"
"G17016700018002","171670018002","86","9"
"G17016700019001","171670019001","91","10"
"G17016700019002","171670019002","95","10"
"G17016700019003","171670019003","88","9"
"G17016700020011","171670020011","46","4"
"G17016700020012","171670020012","45","4"
"G17016700020021","171670020021","47","4"
"G17016700020022","171670020022","70","7"
"G17016700021001","171670021001","31","3"
"G17016700021002","171670021002","54","5"
"G17016700021003","171670021003","69","7"
"G17016700021004","171670021004","66","7"
"G17016700022001","171670022001","88","9"
"G17016700022002","171670022002","93","10"
"G17016700022003","171670022003","82","8"
"G17016700022004","171670022004","74","7"
"G17016700022005","171670022005","70","7"
"G17016700023001","171670023001","100","10"
"G17016700023002","171670023002","100","10"
"G17016700023003","171670023003","98","10"
"G17016700024001","171670024001","99","10"
"G17016700024002","171670024002","99","10"
"G17016700024003","171670024003","99","10"
"G17016700024004","171670024004","99","10"
"G17016700025001","171670025001","87","9"
"G17016700025002","171670025002","89","9"
"G17016700025003","171670025003","83","9"
"G17016700025004","171670025004","85","9"
"G17016700025005","171670025005","79","8"
"G17016700026001","171670026001","96","10"
"G17016700026002","171670026002","93","10"
"G17016700026003","171670026003","90","9"
"G17016700026004","171670026004","95","10"
"G17016700027001","171670027001","87","9"
"G17016700027002","171670027002","94","10"
"G17016700027003","171670027003","85","9"
"G17016700028011","171670028011","91","10"
"G17016700028012","171670028012","89","9"
"G17016700028013","171670028013","81","8"
"G17016700028021","171670028021","92","10"
"G17016700028022","171670028022","94","10"
"G17016700028023","171670028023","93","10"
"G17016700029001","171670029001","69","7"
"G17016700029002","171670029002","63","6"
"G17016700029003","171670029003","63","6"
"G17016700029004","171670029004","63","6"
"G17016700030001","171670030001","GQ","GQ"
"G17016700030002","171670030002","67","7"
"G17016700030003","171670030003","65","6"
"G17016700030004","171670030004","68","7"
"G17016700031001","171670031001","44","4"
"G17016700031002","171670031002","32","3"
"G17016700031003","171670031003","39","3"
"G17016700031004","171670031004","39","3"
"G17016700031005","171670031005","36","3"
"G17016700032011","171670032011","36","3"
"G17016700032012","171670032012","57","5"
"G17016700032013","171670032013","43","4"
"G17016700032021","171670032021","44","4"
"G17016700032022","171670032022","73","7"
"G17016700032023","171670032023","58","6"
"G17016700032024","171670032024","50","5"
"G17016700032031","171670032031","33","3"
"G17016700032032","171670032032","36","3"
"G17016700032033","171670032033","27","2"
"G17016700032034","171670032034","60","6"
"G17016700032035","171670032035","30","2"
"G17016700033001","171670033001","59","6"
"G17016700033002","171670033002","70","7"
"G17016700033003","171670033003","76","8"
"G17016700033004","171670033004","63","6"
"G17016700033005","171670033005","78","8"
"G17016700034001","171670034001","64","6"
"G17016700034002","171670034002","70","7"
"G17016700034003","171670034003","64","6"
"G17016700034004","171670034004","65","6"
"G17016700034005","171670034005","62","6"
"G17016700034006","171670034006","59","6"
"G17016700035001","171670035001","67","7"
"G17016700035002","171670035002","59","6"
"G17016700035003","171670035003","67","7"
"G17016700035004","171670035004","84","9"
"G17016700035005","171670035005","62","6"
"G17016700036011","171670036011","42","4"
"G17016700036012","171670036012","39","3"
"G17016700036021","171670036021","46","4"
"G17016700036022","171670036022","36","3"
"G17016700036031","171670036031","39","3"
"G17016700036032","171670036032","17","1"
"G17016700036033","171670036033","50","5"
"G17016700036041","171670036041","39","3"
"G17016700036042","171670036042","50","5"
"G17016700036043","171670036043","30","2"
"G17016700037011","171670037011","28","2"
"G17016700037012","171670037012","40","4"
"G17016700037013","171670037013","52","5"
"G17016700037021","171670037021","31","3"
"G17016700037022","171670037022","38","3"
"G17016700037023","171670037023","33","3"
"G17016700037024","171670037024","36","3"
"G17016700038011","171670038011","74","7"
"G17016700038012","171670038012","85","9"
"G17016700038021","171670038021","50","5"
"G17016700038022","171670038022","70","7"
"G17016700038023","171670038023","79","8"
"G17016700038024","171670038024","62","6"
"G17016700039011","171670039011","38","3"
"G17016700039012","171670039012","38","3"
"G17016700039013","171670039013","41","4"
"G17016700039014","171670039014","38","3"
"G17016700039021","171670039021","43","4"
"G17016700039022","171670039022","46","4"
"G17016700039023","171670039023","51","5"
"G17016700040001","171670040001","89","9"
"G17016700040002","171670040002","69","7"
"G17016700040003","171670040003","78","8"
"G17016700040004","171670040004","63","6"
"G17016700040005","171670040005","57","5"
"G17016700042001","171670042001","95","10"
"G17016700042002","171670042002","96","10"
"G17016700042003","171670042003","97","10"
"G17016909701001","171699701001","75","8"
"G17016909701002","171699701002","GQ","GQ"
"G17016909702001","171699702001","90","9"
"G17016909702002","171699702002","88","9"
"G17016909702003","171699702003","97","10"
"G17016909703001","171699703001","90","9"
"G17016909703002","171699703002","61","6"
"G17017109706001","171719706001","86","9"
"G17017109706002","171719706002","84","9"
"G17017109707001","171719707001","86","9"
"G17017109707002","171719707002","80","8"
"G17017309591001","171739591001","84","9"
"G17017309591002","171739591002","80","8"
"G17017309591003","171739591003","60","6"
"G17017309591004","171739591004","90","9"
"G17017309592001","171739592001","80","8"
"G17017309592002","171739592002","68","7"
"G17017309592003","171739592003","77","8"
"G17017309592004","171739592004","70","7"
"G17017309593001","171739593001","78","8"
"G17017309593002","171739593002","88","9"
"G17017309593003","171739593003","92","10"
"G17017309593004","171739593004","85","9"
"G17017309593005","171739593005","83","9"
"G17017309594001","171739594001","94","10"
"G17017309594002","171739594002","76","8"
"G17017309594003","171739594003","78","8"
"G17017309594004","171739594004","81","8"
"G17017309595001","171739595001","76","8"
"G17017309595002","171739595002","76","8"
"G17017309595003","171739595003","81","8"
"G17017309595004","171739595004","72","7"
"G17017309596001","171739596001","67","7"
"G17017309596002","171739596002","69","7"
"G17017309596003","171739596003","90","9"
"G17017309596004","171739596004","94","10"
"G17017509514001","171759514001","87","9"
"G17017509514002","171759514002","89","9"
"G17017509514003","171759514003","93","10"
"G17017509514004","171759514004","90","9"
"G17017509514005","171759514005","88","9"
"G17017509515001","171759515001","78","8"
"G17017509515002","171759515002","89","9"
"G17017509515003","171759515003","76","8"
"G17017700001001","171770001001","75","8"
"G17017700001002","171770001002","65","6"
"G17017700001003","171770001003","59","6"
"G17017700001004","171770001004","68","7"
"G17017700002001","171770002001","80","8"
"G17017700002002","171770002002","64","6"
"G17017700002003","171770002003","70","7"
"G17017700002004","171770002004","77","8"
"G17017700003001","171770003001","80","8"
"G17017700003002","171770003002","66","7"
"G17017700004001","171770004001","61","6"
"G17017700004002","171770004002","76","8"
"G17017700004003","171770004003","71","7"
"G17017700005001","171770005001","67","7"
"G17017700005002","171770005002","56","5"
"G17017700005003","171770005003","59","6"
"G17017700006001","171770006001","65","6"
"G17017700006002","171770006002","72","7"
"G17017700006003","171770006003","64","6"
"G17017700006004","171770006004","62","6"
"G17017700007001","171770007001","99","10"
"G17017700007002","171770007002","99","10"
"G17017700008001","171770008001","100","10"
"G17017700008002","171770008002","100","10"
"G17017700008003","171770008003","100","10"
"G17017700008004","171770008004","100","10"
"G17017700009001","171770009001","100","10"
"G17017700009002","171770009002","93","10"
"G17017700009003","171770009003","67","7"
"G17017700009004","171770009004","97","10"
"G17017700010001","171770010001","83","9"
"G17017700010002","171770010002","73","7"
"G17017700010003","171770010003","86","9"
"G17017700010004","171770010004","48","4"
"G17017700011001","171770011001","92","10"
"G17017700011002","171770011002","87","9"
"G17017700011003","171770011003","83","9"
"G17017700012001","171770012001","96","10"
"G17017700012002","171770012002","96","10"
"G17017700012003","171770012003","96","10"
"G17017700012004","171770012004","96","10"
"G17017700012005","171770012005","96","10"
"G17017700013001","171770013001","97","10"
"G17017700013002","171770013002","97","10"
"G17017700013003","171770013003","97","10"
"G17017700013004","171770013004","98","10"
"G17017900201001","171790201001","70","7"
"G17017900201002","171790201002","68","7"
"G17017900201003","171790201003","98","10"
"G17017900203011","171790203011","73","7"
"G17017900203012","171790203012","67","7"
"G17017900203021","171790203021","83","9"
"G17017900203022","171790203022","75","8"
"G17017900203023","171790203023","74","7"
"G17017900203024","171790203024","63","6"
"G17017900204001","171790204001","92","10"
"G17017900204002","171790204002","86","9"
"G17017900204003","171790204003","89","9"
"G17017900204004","171790204004","92","10"
"G17017900204005","171790204005","94","10"
"G17017900205001","171790205001","77","8"
"G17017900205002","171790205002","79","8"
"G17017900205003","171790205003","78","8"
"G17017900206001","171790206001","81","8"
"G17017900207001","171790207001","79","8"
"G17017900207002","171790207002","75","8"
"G17017900207003","171790207003","89","9"
"G17017900208001","171790208001","96","10"
"G17017900208002","171790208002","88","9"
"G17017900208003","171790208003","93","10"
"G17017900209001","171790209001","96","10"
"G17017900210001","171790210001","81","8"
"G17017900210002","171790210002","87","9"
"G17017900210003","171790210003","83","9"
"G17017900210004","171790210004","84","9"
"G17017900210005","171790210005","88","9"
"G17017900211011","171790211011","90","9"
"G17017900211012","171790211012","81","8"
"G17017900211013","171790211013","79","8"
"G17017900211014","171790211014","78","8"
"G17017900211021","171790211021","66","7"
"G17017900211022","171790211022","87","9"
"G17017900211023","171790211023","65","6"
"G17017900211024","171790211024","72","7"
"G17017900212011","171790212011","50","5"
"G17017900212012","171790212012","37","3"
"G17017900212021","171790212021","59","6"
"G17017900212022","171790212022","59","6"
"G17017900212031","171790212031","81","8"
"G17017900212032","171790212032","75","8"
"G17017900212033","171790212033","54","5"
"G17017900215001","171790215001","54","5"
"G17017900215002","171790215002","44","4"
"G17017900215003","171790215003","57","5"
"G17017900215004","171790215004","83","9"
"G17017900216031","171790216031","25","2"
"G17017900216032","171790216032","67","7"
"G17017900216033","171790216033","33","3"
"G17017900216041","171790216041","65","6"
"G17017900216051","171790216051","56","5"
"G17017900216052","171790216052","56","5"
"G17017900216061","171790216061","46","4"
"G17017900216062","171790216062","47","4"
"G17017900216063","171790216063","46","4"
"G17017900217011","171790217011","51","5"
"G17017900217012","171790217012","64","6"
"G17017900217013","171790217013","60","6"
"G17017900217014","171790217014","51","5"
"G17017900217021","171790217021","52","5"
"G17017900217022","171790217022","53","5"
"G17017900217023","171790217023","62","6"
"G17017900217024","171790217024","50","5"
"G17017900218011","171790218011","59","6"
"G17017900218012","171790218012","GQ","GQ"
"G17017900218013","171790218013","85","9"
"G17017900218021","171790218021","71","7"
"G17017900219001","171790219001","55","5"
"G17017900219002","171790219002","63","6"
"G17017900219003","171790219003","81","8"
"G17017900219004","171790219004","70","7"
"G17017900219005","171790219005","77","8"
"G17017900220001","171790220001","66","7"
"G17017900220002","171790220002","65","6"
"G17017900220003","171790220003","57","5"
"G17017900221001","171790221001","60","6"
"G17017900221002","171790221002","64","6"
"G17017900222001","171790222001","58","6"
"G17017900222002","171790222002","65","6"
"G17017900222003","171790222003","48","4"
"G17017900222004","171790222004","68","7"
"G17017900223001","171790223001","49","5"
"G17017900223002","171790223002","30","2"
"G17017900223003","171790223003","61","6"
"G17017900224001","171790224001","69","7"
"G17017900224002","171790224002","87","9"
"G17017900224003","171790224003","83","9"
"G17018109501001","171819501001","77","8"
"G17018109501002","171819501002","78","8"
"G17018109501003","171819501003","72","7"
"G17018109501004","171819501004","88","9"
"G17018109502001","171819502001","67","7"
"G17018109502002","171819502002","71","7"
"G17018109503001","171819503001","89","9"
"G17018109503002","171819503002","85","9"
"G17018109504001","171819504001","90","9"
"G17018109504002","171819504002","91","10"
"G17018109504003","171819504003","90","9"
"G17018109504004","171819504004","94","10"
"G17018109505001","171819505001","71","7"
"G17018109505002","171819505002","77","8"
"G17018109505003","171819505003","93","10"
"G17018109505004","171819505004","77","8"
"G17018300001001","171830001001","100","10"
"G17018300001002","171830001002","99","10"
"G17018300002001","171830002001","100","10"
"G17018300002002","171830002002","100","10"
"G17018300003001","171830003001","100","10"
"G17018300003002","171830003002","100","10"
"G17018300004001","171830004001","95","10"
"G17018300004002","171830004002","98","10"
"G17018300005001","171830005001","95","10"
"G17018300005002","171830005002","97","10"
"G17018300005003","171830005003","92","10"
"G17018300006001","171830006001","100","10"
"G17018300006002","171830006002","99","10"
"G17018300006003","171830006003","100","10"
"G17018300007001","171830007001","71","7"
"G17018300007002","171830007002","87","9"
"G17018300007003","171830007003","88","9"
"G17018300008001","171830008001","96","10"
"G17018300008002","171830008002","93","10"
"G17018300009001","171830009001","93","10"
"G17018300009002","171830009002","95","10"
"G17018300012001","171830012001","82","8"
"G17018300012002","171830012002","87","9"
"G17018300013001","171830013001","60","6"
"G17018300013002","171830013002","62","6"
"G17018300101001","171830101001","95","10"
"G17018300101002","171830101002","89","9"
"G17018300101003","171830101003","68","7"
"G17018300102001","171830102001","96","10"
"G17018300102002","171830102002","98","10"
"G17018300102003","171830102003","88","9"
"G17018300102004","171830102004","96","10"
"G17018300102005","171830102005","93","10"
"G17018300102006","171830102006","94","10"
"G17018300103001","171830103001","59","6"
"G17018300103002","171830103002","81","8"
"G17018300103003","171830103003","84","9"
"G17018300103004","171830103004","67","7"
"G17018300104001","171830104001","72","7"
"G17018300104002","171830104002","73","7"
"G17018300105001","171830105001","82","8"
"G17018300105002","171830105002","87","9"
"G17018300105003","171830105003","99","10"
"G17018300106001","171830106001","88","9"
"G17018300106002","171830106002","90","9"
"G17018300106003","171830106003","85","9"
"G17018300107011","171830107011","88","9"
"G17018300107012","171830107012","93","10"
"G17018300107013","171830107013","95","10"
"G17018300107021","171830107021","77","8"
"G17018300107022","171830107022","86","9"
"G17018300108001","171830108001","80","8"
"G17018300108002","171830108002","82","8"
"G17018300108003","171830108003","83","9"
"G17018300108004","171830108004","89","9"
"G17018300109001","171830109001","90","9"
"G17018300109002","171830109002","65","6"
"G17018300109003","171830109003","91","10"
"G17018300110001","171830110001","93","10"
"G17018300110002","171830110002","92","10"
"G17018300110003","171830110003","92","10"
"G17018300111001","171830111001","84","9"
"G17018300111002","171830111002","85","9"
"G17018300111003","171830111003","92","10"
"G17018300112001","171830112001","GQ","GQ"
"G17018300112002","171830112002","100","10"
"G17018300112003","171830112003","98","10"
"G17018509572001","171859572001","80","8"
"G17018509572002","171859572002","69","7"
"G17018509572003","171859572003","73","7"
"G17018509572004","171859572004","81","8"
"G17018509572005","171859572005","92","10"
"G17018509573001","171859573001","65","6"
"G17018509573002","171859573002","91","10"
"G17018509573003","171859573003","98","10"
"G17018509574001","171859574001","93","10"
"G17018509574002","171859574002","86","9"
"G17018509574003","171859574003","87","9"
"G17018509575001","171859575001","97","10"
"G17018509575002","171859575002","96","10"
"G17018509575003","171859575003","95","10"
"G17018708701001","171878701001","83","9"
"G17018708701002","171878701002","73","7"
"G17018708701003","171878701003","84","9"
"G17018708702001","171878702001","72","7"
"G17018708702002","171878702002","85","9"
"G17018708702003","171878702003","90","9"
"G17018708702004","171878702004","73","7"
"G17018708703001","171878703001","86","9"
"G17018708703002","171878703002","80","8"
"G17018708703003","171878703003","81","8"
"G17018708703004","171878703004","81","8"
"G17018708704001","171878704001","69","7"
"G17018708704002","171878704002","GQ-PH","GQ-PH"
"G17018708704003","171878704003","85","9"
"G17018708704004","171878704004","89","9"
"G17018708704005","171878704005","86","9"
"G17018708704006","171878704006","91","10"
"G17018708705001","171878705001","83","9"
"G17018708705002","171878705002","91","10"
"G17018708705003","171878705003","88","9"
"G17018708705004","171878705004","93","10"
"G17018708705005","171878705005","93","10"
"G17018909501001","171899501001","88","9"
"G17018909501002","171899501002","68","7"
"G17018909501003","171899501003","73","7"
"G17018909501004","171899501004","84","9"
"G17018909502001","171899502001","64","6"
"G17018909502002","171899502002","65","6"
"G17018909502003","171899502003","61","6"
"G17018909502004","171899502004","59","6"
"G17018909502005","171899502005","57","6"
"G17018909503001","171899503001","74","7"
"G17018909503002","171899503002","70","7"
"G17018909503003","171899503003","78","8"
"G17018909503004","171899503004","76","8"
"G17018909504001","171899504001","86","9"
"G17018909504002","171899504002","83","9"
"G17018909504003","171899504003","67","7"
"G17018909504004","171899504004","64","6"
"G17018909504005","171899504005","70","7"
"G17019109549001","171919549001","79","8"
"G17019109549002","171919549002","78","8"
"G17019109549003","171919549003","76","8"
"G17019109549004","171919549004","88","9"
"G17019109550001","171919550001","92","10"
"G17019109550002","171919550002","81","8"
"G17019109550003","171919550003","77","8"
"G17019109550004","171919550004","73","7"
"G17019109550005","171919550005","88","9"
"G17019109551001","171919551001","84","9"
"G17019109551002","171919551002","89","9"
"G17019109551003","171919551003","94","10"
"G17019109552001","171919552001","94","10"
"G17019109552002","171919552002","90","9"
"G17019109552003","171919552003","87","9"
"G17019109553001","171919553001","85","9"
"G17019109553002","171919553002","91","10"
"G17019109553003","171919553003","83","9"
"G17019109553004","171919553004","84","9"
"G17019309580001","171939580001","97","10"
"G17019309580002","171939580002","95","10"
"G17019309580003","171939580003","99","10"
"G17019309581001","171939581001","92","10"
"G17019309581002","171939581002","78","8"
"G17019309581003","171939581003","86","9"
"G17019309581004","171939581004","75","8"
"G17019309582001","171939582001","85","9"
"G17019309582002","171939582002","90","9"
"G17019309582003","171939582003","87","9"
"G17019309583001","171939583001","78","8"
"G17019309583002","171939583002","95","10"
"G17019309583003","171939583003","62","6"
"G17019309584001","171939584001","80","8"
"G17019309584002","171939584002","95","10"
"G17019309584003","171939584003","67","7"
"G17019500001001","171950001001","56","5"
"G17019500001002","171950001002","68","7"
"G17019500001003","171950001003","53","5"
"G17019500001004","171950001004","65","6"
"G17019500002001","171950002001","64","6"
"G17019500002002","171950002002","59","6"
"G17019500002003","171950002003","61","6"
"G17019500003001","171950003001","84","9"
"G17019500003002","171950003002","87","9"
"G17019500003003","171950003003","58","6"
"G17019500003004","171950003004","84","9"
"G17019500004001","171950004001","70","7"
"G17019500004002","171950004002","51","5"
"G17019500004003","171950004003","49","5"
"G17019500004004","171950004004","73","7"
"G17019500005001","171950005001","74","7"
"G17019500005002","171950005002","88","9"
"G17019500005003","171950005003","86","9"
"G17019500006001","171950006001","58","6"
"G17019500006002","171950006002","71","7"
"G17019500006003","171950006003","64","6"
"G17019500006004","171950006004","83","9"
"G17019500007001","171950007001","80","8"
"G17019500007002","171950007002","60","6"
"G17019500008001","171950008001","53","5"
"G17019500008002","171950008002","63","6"
"G17019500008003","171950008003","89","9"
"G17019500009001","171950009001","84","9"
"G17019500009002","171950009002","82","8"
"G17019500009003","171950009003","47","4"
"G17019500009004","171950009004","45","4"
"G17019500010001","171950010001","91","10"
"G17019500010002","171950010002","92","10"
"G17019500010003","171950010003","91","10"
"G17019500010004","171950010004","91","10"
"G17019500011011","171950011011","87","9"
"G17019500011012","171950011012","84","9"
"G17019500011013","171950011013","83","9"
"G17019500011021","171950011021","90","9"
"G17019500011022","171950011022","93","10"
"G17019500012001","171950012001","80","8"
"G17019500012002","171950012002","86","9"
"G17019500012003","171950012003","94","10"
"G17019500012004","171950012004","89","9"
"G17019500013001","171950013001","82","8"
"G17019500013002","171950013002","72","7"
"G17019500013003","171950013003","89","9"
"G17019500014001","171950014001","90","9"
"G17019500014002","171950014002","65","6"
"G17019500015001","171950015001","91","10"
"G17019500015002","171950015002","94","10"
"G17019500015003","171950015003","96","10"
"G17019500015004","171950015004","94","10"
"G17019500016001","171950016001","91","10"
"G17019500016002","171950016002","90","9"
"G17019500016003","171950016003","85","9"
"G17019500017001","171950017001","99","10"
"G17019500017002","171950017002","91","10"
"G17019500017003","171950017003","97","10"
"G17019500018001","171950018001","56","5"
"G17019500018002","171950018002","64","6"
"G17019708801051","171978801051","45","4"
"G17019708801052","171978801052","50","5"
"G17019708801053","171978801053","47","4"
"G17019708801054","171978801054","42","4"
"G17019708801061","171978801061","62","6"
"G17019708801062","171978801062","49","5"
"G17019708801063","171978801063","57","6"
"G17019708801071","171978801071","53","5"
"G17019708801072","171978801072","65","6"
"G17019708801073","171978801073","52","5"
"G17019708801074","171978801074","60","6"
"G17019708801091","171978801091","38","3"
"G17019708801092","171978801092","29","2"
"G17019708801093","171978801093","55","5"
"G17019708801094","171978801094","31","3"
"G17019708801111","171978801111","52","5"
"G17019708801112","171978801112","54","5"
"G17019708801113","171978801113","52","5"
"G17019708801121","171978801121","49","5"
"G17019708801122","171978801122","45","4"
"G17019708801131","171978801131","66","7"
"G17019708801132","171978801132","58","6"
"G17019708801133","171978801133","75","8"
"G17019708801141","171978801141","57","6"
"G17019708801142","171978801142","33","3"
"G17019708801151","171978801151","76","8"
"G17019708801152","171978801152","57","6"
"G17019708801161","171978801161","43","4"
"G17019708801162","171978801162","44","4"
"G17019708801171","171978801171","39","4"
"G17019708801172","171978801172","47","4"
"G17019708801173","171978801173","64","6"
"G17019708801181","171978801181","12","1"
"G17019708801182","171978801182","9","1"
"G17019708801183","171978801183","12","1"
"G17019708801184","171978801184","14","1"
"G17019708801191","171978801191","30","2"
"G17019708801192","171978801192","13","1"
"G17019708801193","171978801193","11","1"
"G17019708801221","171978801221","27","2"
"G17019708801222","171978801222","31","3"
"G17019708801223","171978801223","27","2"
"G17019708801231","171978801231","27","2"
"G17019708801232","171978801232","31","3"
"G17019708801241","171978801241","35","3"
"G17019708801242","171978801242","34","3"
"G17019708801251","171978801251","22","2"
"G17019708801252","171978801252","28","2"
"G17019708801253","171978801253","26","2"
"G17019708802021","171978802021","48","4"
"G17019708802022","171978802022","72","7"
"G17019708802023","171978802023","42","4"
"G17019708802031","171978802031","66","7"
"G17019708802032","171978802032","58","6"
"G17019708802033","171978802033","57","6"
"G17019708802041","171978802041","47","4"
"G17019708802042","171978802042","48","4"
"G17019708802043","171978802043","50","5"
"G17019708803031","171978803031","22","2"
"G17019708803032","171978803032","18","1"
"G17019708803033","171978803033","20","2"
"G17019708803041","171978803041","7","1"
"G17019708803042","171978803042","12","1"
"G17019708803043","171978803043","19","1"
"G17019708803044","171978803044","15","1"
"G17019708803051","171978803051","12","1"
"G17019708803052","171978803052","11","1"
"G17019708803053","171978803053","15","1"
"G17019708803054","171978803054","9","1"
"G17019708803071","171978803071","8","1"
"G17019708803072","171978803072","46","4"
"G17019708803073","171978803073","29","2"
"G17019708803091","171978803091","13","1"
"G17019708803092","171978803092","22","2"
"G17019708803093","171978803093","15","1"
"G17019708803094","171978803094","11","1"
"G17019708803141","171978803141","16","1"
"G17019708803142","171978803142","21","2"
"G17019708803143","171978803143","17","1"
"G17019708803144","171978803144","19","1"
"G17019708803151","171978803151","22","2"
"G17019708803152","171978803152","19","1"
"G17019708803161","171978803161","5","1"
"G17019708803162","171978803162","5","1"
"G17019708803171","171978803171","18","1"
"G17019708803172","171978803172","16","1"
"G17019708803181","171978803181","17","1"
"G17019708803182","171978803182","12","1"
"G17019708803191","171978803191","33","3"
"G17019708803192","171978803192","26","2"
"G17019708803193","171978803193","13","1"
"G17019708803201","171978803201","21","2"
"G17019708803202","171978803202","22","2"
"G17019708803211","171978803211","21","2"
"G17019708803212","171978803212","40","4"
"G17019708803221","171978803221","11","1"
"G17019708803222","171978803222","8","1"
"G17019708803223","171978803223","7","1"
"G17019708803231","171978803231","12","1"
"G17019708803232","171978803232","15","1"
"G17019708803241","171978803241","29","2"
"G17019708803242","171978803242","27","2"
"G17019708803243","171978803243","38","3"
"G17019708803251","171978803251","41","4"
"G17019708803252","171978803252","33","3"
"G17019708803261","171978803261","34","3"
"G17019708803262","171978803262","34","3"
"G17019708804081","171978804081","41","4"
"G17019708804082","171978804082","49","5"
"G17019708804083","171978804083","54","5"
"G17019708804111","171978804111","27","2"
"G17019708804112","171978804112","35","3"
"G17019708804121","171978804121","45","4"
"G17019708804122","171978804122","52","5"
"G17019708804123","171978804123","43","4"
"G17019708804141","171978804141","45","4"
"G17019708804142","171978804142","49","5"
"G17019708804143","171978804143","42","4"
"G17019708804161","171978804161","45","4"
"G17019708804162","171978804162","42","4"
"G17019708804171","171978804171","44","4"
"G17019708804172","171978804172","44","4"
"G17019708804181","171978804181","29","2"
"G17019708804182","171978804182","35","3"
"G17019708804183","171978804183","25","2"
"G17019708804211","171978804211","32","3"
"G17019708804212","171978804212","43","4"
"G17019708804213","171978804213","18","1"
"G17019708804214","171978804214","31","3"
"G17019708804221","171978804221","29","2"
"G17019708804222","171978804222","28","2"
"G17019708804231","171978804231","34","3"
"G17019708804241","171978804241","21","2"
"G17019708804242","171978804242","18","1"
"G17019708804251","171978804251","38","3"
"G17019708804252","171978804252","42","4"
"G17019708804261","171978804261","40","4"
"G17019708804262","171978804262","52","5"
"G17019708804263","171978804263","37","3"
"G17019708804271","171978804271","52","5"
"G17019708804281","171978804281","40","4"
"G17019708804282","171978804282","38","3"
"G17019708804283","171978804283","46","4"
"G17019708804291","171978804291","32","3"
"G17019708804292","171978804292","31","3"
"G17019708804293","171978804293","31","3"
"G17019708804301","171978804301","29","2"
"G17019708804302","171978804302","29","2"
"G17019708804311","171978804311","43","4"
"G17019708804312","171978804312","37","3"
"G17019708804313","171978804313","37","3"
"G17019708804321","171978804321","43","4"
"G17019708804322","171978804322","31","3"
"G17019708805021","171978805021","41","4"
"G17019708805022","171978805022","61","6"
"G17019708805023","171978805023","48","4"
"G17019708805024","171978805024","37","3"
"G17019708805031","171978805031","58","6"
"G17019708805032","171978805032","43","4"
"G17019708805033","171978805033","52","5"
"G17019708805081","171978805081","43","4"
"G17019708805082","171978805082","43","4"
"G17019708805091","171978805091","63","6"
"G17019708805092","171978805092","55","5"
"G17019708805093","171978805093","58","6"
"G17019708805101","171978805101","63","6"
"G17019708805102","171978805102","52","5"
"G17019708805111","171978805111","40","4"
"G17019708805112","171978805112","32","3"
"G17019708806011","171978806011","43","4"
"G17019708806012","171978806012","29","2"
"G17019708806021","171978806021","73","7"
"G17019708806022","171978806022","45","4"
"G17019708806023","171978806023","57","6"
"G17019708807011","171978807011","44","4"
"G17019708807012","171978807012","55","5"
"G17019708807021","171978807021","76","8"
"G17019708807022","171978807022","66","7"
"G17019708807023","171978807023","81","8"
"G17019708809011","171978809011","62","6"
"G17019708809012","171978809012","51","5"
"G17019708809013","171978809013","55","5"
