"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"72126","G17003108233034","170318233034","63","6"
"72127","G17003108233035","170318233035","60","6"
"72128","G17003108233041","170318233041","75","7"
"72129","G17003108233042","170318233042","77","7"
"72130","G17003108233043","170318233043","100","10"
"72131","G17003108233044","170318233044","81","8"
"72132","G17003108233045","170318233045","67","6"
"72133","G17003108233046","170318233046","78","8"
"72134","G17003108234001","170318234001","86","9"
"72135","G17003108234002","170318234002","77","7"
"72136","G17003108234003","170318234003","67","6"
"72137","G17003108234004","170318234004","78","8"
"72138","G17003108235001","170318235001","68","6"
"72139","G17003108235002","170318235002","73","7"
"72140","G17003108235003","170318235003","64","6"
"72141","G17003108235004","170318235004","71","7"
"72142","G17003108236021","170318236021","72","7"
"72143","G17003108236022","170318236022","57","5"
"72144","G17003108236023","170318236023","70","7"
"72145","G17003108236024","170318236024","46","4"
"72146","G17003108236031","170318236031","77","7"
"72147","G17003108236032","170318236032","84","8"
"72148","G17003108236041","170318236041","33","2"
"72149","G17003108236042","170318236042","33","2"
"72150","G17003108236043","170318236043","32","2"
"72151","G17003108236051","170318236051","34","3"
"72152","G17003108236052","170318236052","39","3"
"72153","G17003108236053","170318236053","45","4"
"72154","G17003108237021","170318237021","45","4"
"72155","G17003108237022","170318237022","41","3"
"72156","G17003108237023","170318237023","48","4"
"72157","G17003108237024","170318237024","39","3"
"72158","G17003108237031","170318237031","70","7"
"72159","G17003108237032","170318237032","62","6"
"72160","G17003108237033","170318237033","73","7"
"72161","G17003108237034","170318237034","67","6"
"72162","G17003108237041","170318237041","35","3"
"72163","G17003108237042","170318237042","40","3"
"72164","G17003108237043","170318237043","46","4"
"72165","G17003108237051","170318237051","47","4"
"72166","G17003108237052","170318237052","47","4"
"72167","G17003108237053","170318237053","47","4"
"72168","G17003108237054","170318237054","47","4"
"72169","G17003108238011","170318238011","19","1"
"72170","G17003108238012","170318238012","40","3"
"72171","G17003108238013","170318238013","16","1"
"72172","G17003108238031","170318238031","40","3"
"72173","G17003108238032","170318238032","35","3"
"72174","G17003108238033","170318238033","46","4"
"72175","G17003108238034","170318238034","59","5"
"72176","G17003108238051","170318238051","68","6"
"72177","G17003108238052","170318238052","71","7"
"72178","G17003108238053","170318238053","67","6"
"72179","G17003108238061","170318238061","66","6"
"72180","G17003108238062","170318238062","71","7"
"72181","G17003108238063","170318238063","50","4"
"72182","G17003108238064","170318238064","68","6"
"72183","G17003108239011","170318239011","21","1"
"72184","G17003108239012","170318239012","39","3"
"72185","G17003108239031","170318239031","35","3"
"72186","G17003108239032","170318239032","21","1"
"72187","G17003108239033","170318239033","24","2"
"72188","G17003108239034","170318239034","27","2"
"72189","G17003108239041","170318239041","36","3"
"72190","G17003108239042","170318239042","36","3"
"72191","G17003108239043","170318239043","30","2"
"72192","G17003108239044","170318239044","50","4"
"72193","G17003108240031","170318240031","35","3"
"72194","G17003108240032","170318240032","20","1"
"72195","G17003108240033","170318240033","30","2"
"72196","G17003108240041","170318240041","23","2"
"72197","G17003108240042","170318240042","31","2"
"72198","G17003108240043","170318240043","24","2"
"72199","G17003108240051","170318240051","29","2"
"72200","G17003108240052","170318240052","30","2"
"72201","G17003108240053","170318240053","17","1"
"72202","G17003108240061","170318240061","12","1"
"72203","G17003108240062","170318240062","22","1"
"72204","G17003108241051","170318241051","41","3"
"72205","G17003108241052","170318241052","34","3"
"72206","G17003108241053","170318241053","30","2"
"72207","G17003108241054","170318241054","34","3"
"72208","G17003108241061","170318241061","27","2"
"72209","G17003108241062","170318241062","44","4"
"72210","G17003108241063","170318241063","44","4"
"72211","G17003108241071","170318241071","37","3"
"72212","G17003108241072","170318241072","37","3"
"72213","G17003108241073","170318241073","41","3"
"72214","G17003108241074","170318241074","43","3"
"72215","G17003108241131","170318241131","19","1"
"72216","G17003108241132","170318241132","31","2"
"72217","G17003108241133","170318241133","33","2"
"72218","G17003108241134","170318241134","27","2"
"72219","G17003108241141","170318241141","23","2"
"72220","G17003108241142","170318241142","40","3"
"72221","G17003108241151","170318241151","47","4"
"72222","G17003108241152","170318241152","63","6"
"72223","G17003108241161","170318241161","19","1"
"72224","G17003108241162","170318241162","43","3"
"72225","G17003108241163","170318241163","44","4"
"72226","G17003108241164","170318241164","52","5"
"72227","G17003108241191","170318241191","31","2"
"72228","G17003108241192","170318241192","34","3"
"72229","G17003108241193","170318241193","25","2"
"72230","G17003108241211","170318241211","42","3"
"72231","G17003108241212","170318241212","55","5"
"72232","G17003108241221","170318241221","41","3"
"72233","G17003108241222","170318241222","34","3"
"72234","G17003108241223","170318241223","21","1"
"72235","G17003108241231","170318241231","48","4"
"72236","G17003108241232","170318241232","52","5"
"72237","G17003108241233","170318241233","44","4"
"72238","G17003108241234","170318241234","54","5"
